GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-3),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),FinalScore(PlayerName-3),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(Player-3),OrdinalPosition(Player-3 rank),OrdinalPosition(Player-2),OrdinalPosition(PlayerName-1),OrdinalPosition(Player-2 rank),OrdinalPosition(PlayerName-2),OrdinalPosition(PlayerName-3),PlayerType(PlayerType-1),PlayerType(PlayerType-0),PlayerType(PlayerType-3),PlayerType(PlayerType-2),Winner(PlayerIdx)
1376458976,SushiGo,3,GAME_OVER,98,0,4,98,BasicMCTS,37.0,27.0,31.0,39.0,rhea,mcts,rheaT2,2,BasicMCTS,2,4,4,3,3,1,rhea,1,mcts,rheaT2,rhea,BasicMCTS,rheaT2,mcts,2
1195311045,SushiGo,3,GAME_OVER,97,0,4,99,BasicMCTS,37.0,24.0,28.0,35.0,rhea,mcts,rheaT2,1,BasicMCTS,1,4,4,3,3,2,rhea,2,mcts,rheaT2,rhea,BasicMCTS,rheaT2,mcts,1
813477029,SushiGo,3,GAME_OVER,99,0,4,100,BasicMCTS,27.0,22.0,28.0,32.0,rhea,mcts,rheaT2,3,BasicMCTS,3,4,4,2,2,1,rhea,1,mcts,rheaT2,rhea,BasicMCTS,rheaT2,mcts,2
-1466178614,SushiGo,3,GAME_OVER,100,0,4,101,BasicMCTS,42.0,20.0,25.0,38.0,rhea,mcts,rheaT2,1,BasicMCTS,1,4,4,3,3,2,rhea,2,mcts,rheaT2,rhea,BasicMCTS,rheaT2,mcts,1
346665430,SushiGo,3,GAME_OVER,99,0,4,102,BasicMCTS,38.0,33.0,39.0,30.0,rhea,rheaT2,mcts,2,BasicMCTS,2,3,3,1,1,4,rhea,4,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,3
879079583,SushiGo,3,GAME_OVER,96,0,4,103,BasicMCTS,29.0,26.0,41.0,32.0,rhea,rheaT2,mcts,3,BasicMCTS,3,4,4,1,1,2,rhea,2,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,3
-619666105,SushiGo,3,GAME_OVER,98,0,4,104,BasicMCTS,35.0,31.0,39.0,19.0,rhea,rheaT2,mcts,2,BasicMCTS,2,3,3,1,1,4,rhea,4,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,3
503938916,SushiGo,3,GAME_OVER,100,0,4,105,BasicMCTS,38.0,31.0,38.0,35.0,rhea,rheaT2,mcts,1,BasicMCTS,1,4,4,1,1,3,rhea,3,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,-1
-428737539,SushiGo,3,GAME_OVER,97,0,4,106,BasicMCTS,41.0,29.0,43.0,31.0,rhea,rheaT2,mcts,2,BasicMCTS,2,4,4,1,1,3,rhea,3,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,3
-1745970416,SushiGo,3,GAME_OVER,96,0,4,107,BasicMCTS,39.0,20.0,41.0,34.0,rhea,rheaT2,mcts,2,BasicMCTS,2,4,4,1,1,3,rhea,3,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,3
-1436161366,SushiGo,3,GAME_OVER,97,0,4,108,BasicMCTS,28.0,35.0,32.0,41.0,rhea,rheaT2,mcts,4,BasicMCTS,4,2,2,3,3,1,rhea,1,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,2
-1151041315,SushiGo,3,GAME_OVER,98,0,4,109,BasicMCTS,43.0,22.0,35.0,25.0,rhea,rheaT2,mcts,1,BasicMCTS,1,4,4,2,2,3,rhea,3,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,1
697067980,SushiGo,3,GAME_OVER,98,0,4,110,BasicMCTS,41.0,55.0,35.0,29.0,rhea,rheaT2,mcts,2,BasicMCTS,2,1,1,3,3,4,rhea,4,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,0
1168140970,SushiGo,3,GAME_OVER,97,0,4,111,BasicMCTS,32.0,33.0,41.0,31.0,rhea,rheaT2,mcts,3,BasicMCTS,3,2,2,1,1,4,rhea,4,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,3
-1491060889,SushiGo,3,GAME_OVER,97,0,4,112,BasicMCTS,43.0,38.0,45.0,28.0,rhea,rheaT2,mcts,2,BasicMCTS,2,3,3,1,1,4,rhea,4,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,3
-1819802610,SushiGo,3,GAME_OVER,98,0,4,113,BasicMCTS,35.0,28.0,26.0,30.0,rhea,rheaT2,mcts,1,BasicMCTS,1,3,3,4,4,2,rhea,2,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,1
-2121274456,SushiGo,3,GAME_OVER,99,0,4,114,BasicMCTS,21.0,32.0,35.0,29.0,rhea,rheaT2,mcts,4,BasicMCTS,4,2,2,1,1,3,rhea,3,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,3
259280696,SushiGo,3,GAME_OVER,99,0,4,115,BasicMCTS,36.0,30.0,28.0,27.0,rhea,rheaT2,mcts,1,BasicMCTS,1,2,2,3,3,4,rhea,4,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,1
1706137030,SushiGo,3,GAME_OVER,96,0,4,116,BasicMCTS,44.0,24.0,46.0,27.0,rhea,rheaT2,mcts,2,BasicMCTS,2,4,4,1,1,3,rhea,3,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,3
545138396,SushiGo,3,GAME_OVER,97,0,4,117,BasicMCTS,33.0,31.0,34.0,41.0,rhea,rheaT2,mcts,3,BasicMCTS,3,4,4,2,2,1,rhea,1,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,2
1376458976,SushiGo,3,GAME_OVER,98,0,4,118,BasicMCTS,34.0,27.0,37.0,28.0,rhea,rheaT2,mcts,2,BasicMCTS,2,4,4,1,1,3,rhea,3,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,3
1195311045,SushiGo,3,GAME_OVER,99,0,4,119,BasicMCTS,34.0,23.0,47.0,36.0,rhea,rheaT2,mcts,3,BasicMCTS,3,4,4,1,1,2,rhea,2,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,3
813477029,SushiGo,3,GAME_OVER,98,0,4,120,BasicMCTS,36.0,29.0,35.0,30.0,rhea,rheaT2,mcts,1,BasicMCTS,1,4,4,2,2,3,rhea,3,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,1
-1466178614,SushiGo,3,GAME_OVER,97,0,4,121,BasicMCTS,34.0,36.0,40.0,37.0,rhea,rheaT2,mcts,4,BasicMCTS,4,3,3,1,1,2,rhea,2,rheaT2,mcts,rhea,BasicMCTS,mcts,rheaT2,3
346665430,SushiGo,3,GAME_OVER,99,0,4,122,mcts,26.0,39.0,36.0,33.0,BasicMCTS,rheaT2,rhea,4,mcts,4,1,1,2,2,3,BasicMCTS,3,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,0
879079583,SushiGo,3,GAME_OVER,98,0,4,123,mcts,33.0,35.0,30.0,41.0,BasicMCTS,rheaT2,rhea,3,mcts,3,2,2,4,4,1,BasicMCTS,1,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,2
-619666105,SushiGo,3,GAME_OVER,97,0,4,124,mcts,29.0,39.0,35.0,36.0,BasicMCTS,rheaT2,rhea,4,mcts,4,1,1,3,3,2,BasicMCTS,2,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,0
503938916,SushiGo,3,GAME_OVER,98,0,4,125,mcts,30.0,28.0,36.0,32.0,BasicMCTS,rheaT2,rhea,3,mcts,3,4,4,1,1,2,BasicMCTS,2,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,3
-428737539,SushiGo,3,GAME_OVER,96,0,4,126,mcts,36.0,35.0,47.0,26.0,BasicMCTS,rheaT2,rhea,2,mcts,2,3,3,1,1,4,BasicMCTS,4,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,3
-1745970416,SushiGo,3,GAME_OVER,97,0,4,127,mcts,24.0,42.0,36.0,26.0,BasicMCTS,rheaT2,rhea,4,mcts,4,1,1,2,2,3,BasicMCTS,3,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,0
-1436161366,SushiGo,3,GAME_OVER,98,0,4,128,mcts,30.0,41.0,23.0,25.0,BasicMCTS,rheaT2,rhea,2,mcts,2,1,1,4,4,3,BasicMCTS,3,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,0
-1151041315,SushiGo,3,GAME_OVER,99,0,4,129,mcts,37.0,36.0,48.0,29.0,BasicMCTS,rheaT2,rhea,2,mcts,2,3,3,1,1,4,BasicMCTS,4,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,3
697067980,SushiGo,3,GAME_OVER,98,0,4,130,mcts,22.0,39.0,36.0,35.0,BasicMCTS,rheaT2,rhea,4,mcts,4,1,1,2,2,3,BasicMCTS,3,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,0
1168140970,SushiGo,3,GAME_OVER,98,0,4,131,mcts,28.0,46.0,35.0,25.0,BasicMCTS,rheaT2,rhea,3,mcts,3,1,1,2,2,4,BasicMCTS,4,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,0
-1491060889,SushiGo,3,GAME_OVER,97,0,4,132,mcts,25.0,24.0,35.0,33.0,BasicMCTS,rheaT2,rhea,3,mcts,3,4,4,1,1,2,BasicMCTS,2,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,3
-1819802610,SushiGo,3,GAME_OVER,99,0,4,133,mcts,26.0,37.0,34.0,31.0,BasicMCTS,rheaT2,rhea,4,mcts,4,1,1,2,2,3,BasicMCTS,3,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,0
-2121274456,SushiGo,3,GAME_OVER,99,0,4,134,mcts,38.0,31.0,30.0,31.0,BasicMCTS,rheaT2,rhea,1,mcts,1,2,2,4,4,2,BasicMCTS,2,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,1
259280696,SushiGo,3,GAME_OVER,99,0,4,135,mcts,33.0,30.0,44.0,19.0,BasicMCTS,rheaT2,rhea,2,mcts,2,3,3,1,1,4,BasicMCTS,4,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,3
1706137030,SushiGo,3,GAME_OVER,96,0,4,136,mcts,40.0,29.0,37.0,24.0,BasicMCTS,rheaT2,rhea,1,mcts,1,3,3,2,2,4,BasicMCTS,4,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,1
545138396,SushiGo,3,GAME_OVER,97,0,4,137,mcts,29.0,40.0,38.0,35.0,BasicMCTS,rheaT2,rhea,4,mcts,4,1,1,2,2,3,BasicMCTS,3,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,0
1376458976,SushiGo,3,GAME_OVER,97,0,4,138,mcts,39.0,40.0,27.0,30.0,BasicMCTS,rheaT2,rhea,2,mcts,2,1,1,4,4,3,BasicMCTS,3,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,0
1195311045,SushiGo,3,GAME_OVER,97,0,4,139,mcts,31.0,40.0,23.0,27.0,BasicMCTS,rheaT2,rhea,2,mcts,2,1,1,4,4,3,BasicMCTS,3,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,0
813477029,SushiGo,3,GAME_OVER,103,0,4,140,mcts,26.0,41.0,28.0,29.0,BasicMCTS,rheaT2,rhea,4,mcts,4,1,1,3,3,2,BasicMCTS,2,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,0
-1466178614,SushiGo,3,GAME_OVER,97,0,4,141,mcts,49.0,36.0,29.0,25.0,BasicMCTS,rheaT2,rhea,1,mcts,1,2,2,3,3,4,BasicMCTS,4,rheaT2,rhea,BasicMCTS,mcts,rhea,rheaT2,1
346665430,SushiGo,3,GAME_OVER,100,0,4,142,mcts,29.0,35.0,33.0,24.0,BasicMCTS,rhea,rheaT2,3,mcts,3,1,1,2,2,4,BasicMCTS,4,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,0
879079583,SushiGo,3,GAME_OVER,97,0,4,143,mcts,36.0,49.0,26.0,38.0,BasicMCTS,rhea,rheaT2,3,mcts,3,1,1,4,4,2,BasicMCTS,2,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,0
-619666105,SushiGo,3,GAME_OVER,99,0,4,144,mcts,45.0,28.0,40.0,33.0,BasicMCTS,rhea,rheaT2,1,mcts,1,4,4,2,2,3,BasicMCTS,3,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,1
503938916,SushiGo,3,GAME_OVER,101,0,4,145,mcts,24.0,37.0,25.0,37.0,BasicMCTS,rhea,rheaT2,4,mcts,4,2,2,3,3,1,BasicMCTS,1,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,2
-428737539,SushiGo,3,GAME_OVER,98,0,4,146,mcts,31.0,37.0,28.0,41.0,BasicMCTS,rhea,rheaT2,3,mcts,3,2,2,4,4,1,BasicMCTS,1,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,2
-1745970416,SushiGo,3,GAME_OVER,98,0,4,147,mcts,27.0,37.0,36.0,35.0,BasicMCTS,rhea,rheaT2,4,mcts,4,1,1,2,2,3,BasicMCTS,3,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,0
-1436161366,SushiGo,3,GAME_OVER,98,0,4,148,mcts,35.0,40.0,26.0,38.0,BasicMCTS,rhea,rheaT2,3,mcts,3,1,1,4,4,2,BasicMCTS,2,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,0
-1151041315,SushiGo,3,GAME_OVER,98,0,4,149,mcts,30.0,34.0,35.0,40.0,BasicMCTS,rhea,rheaT2,4,mcts,4,3,3,2,2,1,BasicMCTS,1,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,2
697067980,SushiGo,3,GAME_OVER,96,0,4,150,mcts,22.0,31.0,37.0,32.0,BasicMCTS,rhea,rheaT2,4,mcts,4,3,3,1,1,2,BasicMCTS,2,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,3
1168140970,SushiGo,3,GAME_OVER,99,0,4,151,mcts,25.0,32.0,37.0,57.0,BasicMCTS,rhea,rheaT2,4,mcts,4,3,3,2,2,1,BasicMCTS,1,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,2
-1491060889,SushiGo,3,GAME_OVER,97,0,4,152,mcts,26.0,39.0,34.0,34.0,BasicMCTS,rhea,rheaT2,4,mcts,4,1,1,2,2,3,BasicMCTS,3,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,0
-1819802610,SushiGo,3,GAME_OVER,97,0,4,153,mcts,19.0,32.0,26.0,26.0,BasicMCTS,rhea,rheaT2,4,mcts,4,1,1,2,2,3,BasicMCTS,3,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,0
-2121274456,SushiGo,3,GAME_OVER,98,0,4,154,mcts,37.0,35.0,31.0,29.0,BasicMCTS,rhea,rheaT2,1,mcts,1,2,2,3,3,4,BasicMCTS,4,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,1
259280696,SushiGo,3,GAME_OVER,98,0,4,155,mcts,29.0,39.0,33.0,38.0,BasicMCTS,rhea,rheaT2,4,mcts,4,1,1,3,3,2,BasicMCTS,2,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,0
1706137030,SushiGo,3,GAME_OVER,96,0,4,156,mcts,45.0,35.0,29.0,43.0,BasicMCTS,rhea,rheaT2,1,mcts,1,3,3,4,4,2,BasicMCTS,2,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,1
545138396,SushiGo,3,GAME_OVER,99,0,4,157,mcts,27.0,40.0,32.0,40.0,BasicMCTS,rhea,rheaT2,4,mcts,4,1,1,3,3,2,BasicMCTS,2,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,0
1376458976,SushiGo,3,GAME_OVER,96,0,4,158,mcts,32.0,31.0,32.0,26.0,BasicMCTS,rhea,rheaT2,1,mcts,1,3,3,1,1,4,BasicMCTS,4,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,-1
1195311045,SushiGo,3,GAME_OVER,98,0,4,159,mcts,23.0,29.0,38.0,25.0,BasicMCTS,rhea,rheaT2,4,mcts,4,2,2,1,1,3,BasicMCTS,3,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,3
813477029,SushiGo,3,GAME_OVER,98,0,4,160,mcts,33.0,31.0,24.0,44.0,BasicMCTS,rhea,rheaT2,2,mcts,2,3,3,4,4,1,BasicMCTS,1,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,2
-1466178614,SushiGo,3,GAME_OVER,97,0,4,161,mcts,29.0,40.0,38.0,38.0,BasicMCTS,rhea,rheaT2,4,mcts,4,1,1,2,2,3,BasicMCTS,3,rhea,rheaT2,BasicMCTS,mcts,rheaT2,rhea,0
346665430,SushiGo,3,GAME_OVER,97,0,4,162,mcts,41.0,27.0,42.0,27.0,rheaT2,BasicMCTS,rhea,2,mcts,2,4,4,1,1,3,rheaT2,3,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,3
879079583,SushiGo,3,GAME_OVER,96,0,4,163,mcts,29.0,32.0,30.0,58.0,rheaT2,BasicMCTS,rhea,4,mcts,4,2,2,3,3,1,rheaT2,1,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,2
-619666105,SushiGo,3,GAME_OVER,101,0,4,164,mcts,34.0,36.0,40.0,31.0,rheaT2,BasicMCTS,rhea,3,mcts,3,2,2,1,1,4,rheaT2,4,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,3
503938916,SushiGo,3,GAME_OVER,98,0,4,165,mcts,28.0,39.0,52.0,41.0,rheaT2,BasicMCTS,rhea,4,mcts,4,3,3,1,1,2,rheaT2,2,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,3
-428737539,SushiGo,3,GAME_OVER,97,0,4,166,mcts,34.0,35.0,40.0,35.0,rheaT2,BasicMCTS,rhea,4,mcts,4,3,3,1,1,2,rheaT2,2,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,3
-1745970416,SushiGo,3,GAME_OVER,99,0,4,167,mcts,39.0,43.0,37.0,32.0,rheaT2,BasicMCTS,rhea,2,mcts,2,1,1,3,3,4,rheaT2,4,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,0
-1436161366,SushiGo,3,GAME_OVER,98,0,4,168,mcts,26.0,30.0,37.0,32.0,rheaT2,BasicMCTS,rhea,4,mcts,4,3,3,1,1,2,rheaT2,2,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,3
-1151041315,SushiGo,3,GAME_OVER,98,0,4,169,mcts,35.0,36.0,29.0,36.0,rheaT2,BasicMCTS,rhea,3,mcts,3,2,2,4,4,1,rheaT2,1,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,2
697067980,SushiGo,3,GAME_OVER,98,0,4,170,mcts,24.0,31.0,32.0,32.0,rheaT2,BasicMCTS,rhea,4,mcts,4,3,3,1,1,2,rheaT2,2,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,3
1168140970,SushiGo,3,GAME_OVER,99,0,4,171,mcts,30.0,43.0,28.0,26.0,rheaT2,BasicMCTS,rhea,2,mcts,2,1,1,3,3,4,rheaT2,4,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,0
-1491060889,SushiGo,3,GAME_OVER,97,0,4,172,mcts,24.0,33.0,50.0,29.0,rheaT2,BasicMCTS,rhea,4,mcts,4,2,2,1,1,3,rheaT2,3,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,3
-1819802610,SushiGo,3,GAME_OVER,98,0,4,173,mcts,42.0,33.0,31.0,33.0,rheaT2,BasicMCTS,rhea,1,mcts,1,3,3,4,4,2,rheaT2,2,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,1
-2121274456,SushiGo,3,GAME_OVER,97,0,4,174,mcts,40.0,41.0,32.0,28.0,rheaT2,BasicMCTS,rhea,2,mcts,2,1,1,3,3,4,rheaT2,4,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,0
259280696,SushiGo,3,GAME_OVER,96,0,4,175,mcts,39.0,39.0,22.0,34.0,rheaT2,BasicMCTS,rhea,1,mcts,1,2,2,4,4,3,rheaT2,3,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,1
1706137030,SushiGo,3,GAME_OVER,97,0,4,176,mcts,46.0,35.0,30.0,33.0,rheaT2,BasicMCTS,rhea,1,mcts,1,2,2,4,4,3,rheaT2,3,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,1
545138396,SushiGo,3,GAME_OVER,98,0,4,177,mcts,32.0,30.0,37.0,20.0,rheaT2,BasicMCTS,rhea,2,mcts,2,3,3,1,1,4,rheaT2,4,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,3
1376458976,SushiGo,3,GAME_OVER,96,0,4,178,mcts,32.0,39.0,36.0,32.0,rheaT2,BasicMCTS,rhea,3,mcts,3,1,1,2,2,4,rheaT2,4,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,0
1195311045,SushiGo,3,GAME_OVER,97,0,4,179,mcts,27.0,42.0,38.0,24.0,rheaT2,BasicMCTS,rhea,3,mcts,3,1,1,2,2,4,rheaT2,4,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,0
813477029,SushiGo,3,GAME_OVER,100,0,4,180,mcts,31.0,27.0,42.0,33.0,rheaT2,BasicMCTS,rhea,3,mcts,3,4,4,1,1,2,rheaT2,2,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,3
-1466178614,SushiGo,3,GAME_OVER,99,0,4,181,mcts,40.0,31.0,49.0,23.0,rheaT2,BasicMCTS,rhea,2,mcts,2,3,3,1,1,4,rheaT2,4,BasicMCTS,rhea,rheaT2,mcts,rhea,BasicMCTS,3
346665430,SushiGo,3,GAME_OVER,98,0,4,182,mcts,28.0,33.0,30.0,36.0,rheaT2,rhea,BasicMCTS,4,mcts,4,2,2,3,3,1,rheaT2,1,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,2
879079583,SushiGo,3,GAME_OVER,97,0,4,183,mcts,33.0,29.0,31.0,40.0,rheaT2,rhea,BasicMCTS,2,mcts,2,4,4,3,3,1,rheaT2,1,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,2
-619666105,SushiGo,3,GAME_OVER,99,0,4,184,mcts,32.0,26.0,45.0,36.0,rheaT2,rhea,BasicMCTS,3,mcts,3,4,4,1,1,2,rheaT2,2,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,3
503938916,SushiGo,3,GAME_OVER,97,0,4,185,mcts,33.0,35.0,38.0,41.0,rheaT2,rhea,BasicMCTS,4,mcts,4,3,3,2,2,1,rheaT2,1,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,2
-428737539,SushiGo,3,GAME_OVER,96,0,4,186,mcts,33.0,29.0,34.0,38.0,rheaT2,rhea,BasicMCTS,3,mcts,3,4,4,2,2,1,rheaT2,1,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,2
-1745970416,SushiGo,3,GAME_OVER,99,0,4,187,mcts,32.0,43.0,30.0,44.0,rheaT2,rhea,BasicMCTS,3,mcts,3,2,2,4,4,1,rheaT2,1,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,2
-1436161366,SushiGo,3,GAME_OVER,96,0,4,188,mcts,35.0,44.0,22.0,47.0,rheaT2,rhea,BasicMCTS,3,mcts,3,2,2,4,4,1,rheaT2,1,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,2
-1151041315,SushiGo,3,GAME_OVER,96,0,4,189,mcts,30.0,36.0,28.0,44.0,rheaT2,rhea,BasicMCTS,3,mcts,3,2,2,4,4,1,rheaT2,1,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,2
697067980,SushiGo,3,GAME_OVER,96,0,4,190,mcts,36.0,37.0,36.0,23.0,rheaT2,rhea,BasicMCTS,2,mcts,2,1,1,3,3,4,rheaT2,4,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,0
1168140970,SushiGo,3,GAME_OVER,99,0,4,191,mcts,32.0,36.0,42.0,36.0,rheaT2,rhea,BasicMCTS,4,mcts,4,2,2,1,1,3,rheaT2,3,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,3
-1491060889,SushiGo,3,GAME_OVER,98,0,4,192,mcts,30.0,39.0,24.0,41.0,rheaT2,rhea,BasicMCTS,3,mcts,3,2,2,4,4,1,rheaT2,1,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,2
-1819802610,SushiGo,3,GAME_OVER,100,0,4,193,mcts,29.0,37.0,26.0,24.0,rheaT2,rhea,BasicMCTS,2,mcts,2,1,1,3,3,4,rheaT2,4,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,0
-2121274456,SushiGo,3,GAME_OVER,98,0,4,194,mcts,27.0,29.0,28.0,34.0,rheaT2,rhea,BasicMCTS,4,mcts,4,2,2,3,3,1,rheaT2,1,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,2
259280696,SushiGo,3,GAME_OVER,101,0,4,195,mcts,20.0,36.0,29.0,30.0,rheaT2,rhea,BasicMCTS,4,mcts,4,1,1,3,3,2,rheaT2,2,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,0
1706137030,SushiGo,3,GAME_OVER,99,0,4,196,mcts,29.0,48.0,29.0,33.0,rheaT2,rhea,BasicMCTS,3,mcts,3,1,1,3,3,2,rheaT2,2,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,0
545138396,SushiGo,3,GAME_OVER,98,0,4,197,mcts,33.0,36.0,26.0,32.0,rheaT2,rhea,BasicMCTS,2,mcts,2,1,1,4,4,3,rheaT2,3,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,0
1376458976,SushiGo,3,GAME_OVER,98,0,4,198,mcts,36.0,28.0,27.0,27.0,rheaT2,rhea,BasicMCTS,1,mcts,1,2,2,3,3,4,rheaT2,4,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,1
1195311045,SushiGo,3,GAME_OVER,96,0,4,199,mcts,34.0,42.0,18.0,22.0,rheaT2,rhea,BasicMCTS,2,mcts,2,1,1,4,4,3,rheaT2,3,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,0
813477029,SushiGo,3,GAME_OVER,101,0,4,200,mcts,32.0,31.0,21.0,43.0,rheaT2,rhea,BasicMCTS,2,mcts,2,3,3,4,4,1,rheaT2,1,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,2
-1466178614,SushiGo,3,GAME_OVER,99,0,4,201,mcts,28.0,33.0,22.0,25.0,rheaT2,rhea,BasicMCTS,2,mcts,2,1,1,4,4,3,rheaT2,3,rhea,BasicMCTS,rheaT2,mcts,BasicMCTS,rhea,0
346665430,SushiGo,3,GAME_OVER,97,0,4,202,mcts,46.0,41.0,36.0,21.0,rhea,BasicMCTS,rheaT2,1,mcts,1,2,2,3,3,4,rhea,4,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,1
