GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),PlayerType(PlayerType-1),PlayerType(PlayerType-0),Winner(PlayerIdx)
-1958316267,SushiGo,3,GAME_OVER,71,0,2,35,rhea1,49.0,44.0,rhea2,1,rhea1,1,2,2,rhea2,rhea2,rhea1,1
1698973388,SushiGo,3,GAME_OVER,61,0,2,36,rhea1,41.0,47.0,rhea2,2,rhea1,2,1,1,rhea2,rhea2,rhea1,0
-1495652992,SushiGo,3,GAME_OVER,62,0,2,37,rhea1,49.0,48.0,rhea2,1,rhea1,1,2,2,rhea2,rhea2,rhea1,1
-936024754,SushiGo,3,GAME_OVER,66,0,2,38,rhea1,47.0,38.0,rhea2,1,rhea1,1,2,2,rhea2,rhea2,rhea1,1
1000196106,SushiGo,3,GAME_OVER,64,0,2,39,rhea1,50.0,43.0,rhea2,1,rhea1,1,2,2,rhea2,rhea2,rhea1,1
1516167842,SushiGo,3,GAME_OVER,70,0,2,40,rhea1,58.0,37.0,rhea2,1,rhea1,1,2,2,rhea2,rhea2,rhea1,1
-1121252390,SushiGo,3,GAME_OVER,68,0,2,41,rhea1,59.0,41.0,rhea2,1,rhea1,1,2,2,rhea2,rhea2,rhea1,1
-624018276,SushiGo,3,GAME_OVER,65,0,2,42,rhea1,54.0,48.0,rhea2,1,rhea1,1,2,2,rhea2,rhea2,rhea1,1
-1481776362,SushiGo,3,GAME_OVER,65,0,2,43,rhea1,50.0,50.0,rhea2,1,rhea1,1,2,2,rhea2,rhea2,rhea1,1
2007373232,SushiGo,3,GAME_OVER,63,0,2,44,rhea1,43.0,46.0,rhea2,2,rhea1,2,1,1,rhea2,rhea2,rhea1,0
-2054155375,SushiGo,3,GAME_OVER,65,0,2,45,rhea1,52.0,58.0,rhea2,2,rhea1,2,1,1,rhea2,rhea2,rhea1,0
-161300652,SushiGo,3,GAME_OVER,69,0,2,46,rhea1,48.0,45.0,rhea2,1,rhea1,1,2,2,rhea2,rhea2,rhea1,1
1860527363,SushiGo,3,GAME_OVER,67,0,2,47,rhea1,51.0,45.0,rhea2,1,rhea1,1,2,2,rhea2,rhea2,rhea1,1
-1708459224,SushiGo,3,GAME_OVER,65,0,2,48,rhea1,70.0,40.0,rhea2,1,rhea1,1,2,2,rhea2,rhea2,rhea1,1
-915084351,SushiGo,3,GAME_OVER,66,0,2,49,rhea1,44.0,53.0,rhea2,2,rhea1,2,1,1,rhea2,rhea2,rhea1,0
-500788839,SushiGo,3,GAME_OVER,70,0,2,50,rhea1,49.0,49.0,rhea2,1,rhea1,1,1,1,rhea2,rhea2,rhea1,-1
1840233233,SushiGo,3,GAME_OVER,64,0,2,51,rhea1,59.0,40.0,rhea2,1,rhea1,1,2,2,rhea2,rhea2,rhea1,1
554839775,SushiGo,3,GAME_OVER,61,0,2,52,rhea2,57.0,49.0,rhea1,1,rhea2,1,2,2,rhea1,rhea1,rhea2,1
-1329368527,SushiGo,3,GAME_OVER,68,0,2,53,rhea2,47.0,52.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-660416693,SushiGo,3,GAME_OVER,69,0,2,54,rhea2,40.0,39.0,rhea1,1,rhea2,1,2,2,rhea1,rhea1,rhea2,1
275491693,SushiGo,3,GAME_OVER,63,0,2,55,rhea2,36.0,55.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
253757619,SushiGo,3,GAME_OVER,67,0,2,56,rhea2,45.0,67.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-447247933,SushiGo,3,GAME_OVER,65,0,2,57,rhea2,61.0,58.0,rhea1,1,rhea2,1,2,2,rhea1,rhea1,rhea2,1
-1528113925,SushiGo,3,GAME_OVER,60,0,2,58,rhea2,44.0,57.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
2003790692,SushiGo,3,GAME_OVER,66,0,2,59,rhea2,40.0,54.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-1173699570,SushiGo,3,GAME_OVER,69,0,2,60,rhea2,61.0,38.0,rhea1,1,rhea2,1,2,2,rhea1,rhea1,rhea2,1
1561873248,SushiGo,3,GAME_OVER,62,0,2,61,rhea2,53.0,57.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-1308794887,SushiGo,3,GAME_OVER,68,0,2,62,rhea2,50.0,61.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
448900735,SushiGo,3,GAME_OVER,64,0,2,63,rhea2,41.0,50.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-1237583422,SushiGo,3,GAME_OVER,60,0,2,64,rhea2,47.0,58.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-1445440720,SushiGo,3,GAME_OVER,62,0,2,65,rhea2,51.0,44.0,rhea1,1,rhea2,1,2,2,rhea1,rhea1,rhea2,1
-678051202,SushiGo,3,GAME_OVER,61,0,2,66,rhea2,35.0,46.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-234123927,SushiGo,3,GAME_OVER,62,0,2,67,rhea2,37.0,74.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
449500006,SushiGo,3,GAME_OVER,62,0,2,68,rhea2,42.0,41.0,rhea1,1,rhea2,1,2,2,rhea1,rhea1,rhea2,1
1922229680,SushiGo,3,GAME_OVER,66,0,2,69,rhea2,44.0,57.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-1308659460,SushiGo,3,GAME_OVER,64,0,2,70,rhea2,57.0,50.0,rhea1,1,rhea2,1,2,2,rhea1,rhea1,rhea2,1
-24212822,SushiGo,3,GAME_OVER,63,0,2,71,rhea2,39.0,47.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
1443760266,SushiGo,3,GAME_OVER,60,0,2,72,rhea2,56.0,63.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-1560185127,SushiGo,3,GAME_OVER,63,0,2,73,rhea2,61.0,58.0,rhea1,1,rhea2,1,2,2,rhea1,rhea1,rhea2,1
156953715,SushiGo,3,GAME_OVER,64,0,2,74,rhea2,37.0,45.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-1539282829,SushiGo,3,GAME_OVER,65,0,2,75,rhea2,48.0,45.0,rhea1,1,rhea2,1,2,2,rhea1,rhea1,rhea2,1
691272497,SushiGo,3,GAME_OVER,65,0,2,76,rhea2,48.0,51.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
